name,slug,city,state,country,latitude,longitude,website,type,total_enrollment,undergraduate_enrollment,acceptance_rate,average_sat,average_act,tuition_in_state,tuition_out_state,room_and_board,books_supplies,graduation_rate,retention_rate,avg_net_price,percent_receiving_aid,student_faculty_ratio,pcip01,pcip03,pcip04,pcip05,pcip09,pcip10,pcip11,pcip12,pcip13,pcip14,pcip15,pcip16,pcip19,pcip22,pcip23,pcip24,pcip25,pcip26,pcip27,pcip29,pcip30,pcip31,pcip38,pcip39,pcip40,pcip41,pcip42,pcip43,pcip44,pcip45,pcip46,pcip47,pcip48,pcip49,pcip50,pcip51,pcip52,pcip54
Rabbinical Seminary of America,rabbinical-seminary-of-america,Flushing,NY,USA,40.72308,-73.817161,https://www.rabbinical.org/,Private Non-Profit,379,379,97.54,,,10000,10000,6400,300,34.31,82.22,,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Nazarene College,eastern-nazarene-college,Quincy,MA,USA,42.271228,-71.011079,https://www.enc.edu/,Private Non-Profit,378,378,58.96,1035,22,28610,28610,11350,400,35.29,61.64,,58.44,8.0,0.0,3.53,0.0,0.0,4.71,0.0,3.53,0.0,2.35,7.06,0.0,0.0,0.0,0.0,0.0,3.53,0.0,5.88,0.0,0.0,1.18,9.41,1.18,2.35,2.35,0.0,16.47,4.71,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88,3.53
The University of Tennessee Health Science Center,the-university-of-tennessee-health-science-center,Memphis,TN,USA,35.138847,-90.033196,https://www.uthsc.edu/,Public,376,376,,,,,,,,,,,50.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Methodist College,methodist-college,Peoria,IL,USA,40.7804,-89.682864,https://www.methodistcol.edu/,Private Non-Profit,374,374,31.11,,,18008,18008,17280,1700,75.0,0.0,,70.44,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,99.37,0.0,0.0
Arkansas Baptist College,arkansas-baptist-college,Little Rock,AR,USA,34.734751,-92.290555,https://www.arkansasbaptist.edu/,Private Non-Profit,373,373,,,,8760,8760,8826,1000,7.98,21.43,,41.73,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,0.0,16.67,0.0,0.0,0.0,0.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,0.0
Patrick Henry College,patrick-henry-college,Purcellville,VA,USA,39.138687,-77.690939,https://www.phc.edu/,Private Non-Profit,373,373,81.98,1351,30,28425,28425,11020,500,65.45,87.88,,0.0,14.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,16.44,0.0,0.0,0.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03,0.0,0.0,0.0,0.0,0.0,0.0,15.07,6.85
Yeshiva Kollel Tifereth Elizer,yeshiva-kollel-tifereth-elizer,Brooklyn,NY,USA,40.637096,-73.992171,https://www.yeshivakolleltiferethelizer.com/,Private Non-Profit,373,373,75.0,,,12300,12300,4600,300,85.71,46.15,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin W Olin College of Engineering,franklin-w-olin-college-of-engineering,Needham,MA,USA,42.293527,-71.263378,https://www.olin.edu/,Private Non-Profit,373,373,21.66,1540,35,64458,64458,19820,216,92.22,98.67,,22.02,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The New England Conservatory of Music,the-new-england-conservatory-of-music,Boston,MA,USA,42.340946,-71.08629,https://necmusic.edu/,Private Non-Profit,371,371,42.75,,,58550,58550,19287,500,77.78,93.62,,25.49,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Faith Baptist Bible College and Theological Seminary,faith-baptist-bible-college-and-theological-seminary,Ankeny,IA,USA,41.737082,-93.624422,https://faith.edu/,Private Non-Profit,371,371,49.68,1088,24,19530,19530,7950,1240,61.05,80.0,,25.73,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0
Naropa University,naropa-university,Boulder,CO,USA,40.014235,-105.266987,https://www.naropa.edu/,Private Non-Profit,368,368,94.0,,,34600,34600,10696,1253,45.95,57.14,,55.1,9.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,22.86,0.0,1.43,0.0,0.0,0.0,47.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,10.0,0.0,0.0
Trinity Baptist College,trinity-baptist-college,Jacksonville,FL,USA,30.311171,-81.79626,https://www.tbc.edu/,Private Non-Profit,363,363,62.5,1007,19,14300,14300,8940,1250,44.23,52.27,,59.71,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,21.51,0.0,0.0,48.39,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0
Pennsylvania State University-Penn State Greater Allegheny,pennsylvania-state-university-penn-state-greater-allegheny,McKeesport,PA,USA,40.345591,-79.827428,https://greaterallegheny.psu.edu/,Public,360,360,94.66,1125,,14380,23872,12022,1840,27.43,69.37,14721,63.91,8.0,0.0,0.0,0.0,0.0,4.65,0.0,16.28,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,13.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23,0.0
College of the Atlantic,college-of-the-atlantic,Bar Harbor,ME,USA,44.395258,-68.221517,https://www.coa.edu/,Private Non-Profit,358,358,65.02,,,46179,46179,10101,600,69.23,83.16,,49.87,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wells College,wells-college,Aurora,NY,USA,42.742943,-76.696028,https://www.wells.edu/,Private Non-Profit,355,355,69.65,,,35166,35166,14950,1050,40.88,50.34,,80.95,8.0,0.0,5.0,0.0,3.33,0.0,0.0,1.67,0.0,3.33,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,1.67,0.0,5.0,0.0,0.0,0.0,3.33,0.0,20.0,0.0,0.0,11.67,0.0,0.0,0.0,0.0,8.33,0.0,10.0,1.67
Talmudical Seminary Oholei Torah,talmudical-seminary-oholei-torah,Brooklyn,NY,USA,40.670089,-73.945759,https://www.tsot.edu/,Private Non-Profit,353,353,78.08,,,8000,8000,6000,300,13.95,54.29,,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephens College,stephens-college,Columbia,MO,USA,38.95204,-92.319204,https://www.stephens.edu/,Private Non-Profit,353,353,91.55,1104,21,28200,28200,13098,1240,46.51,71.05,,62.83,7.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,7.37,0.0,0.0,0.0,6.32,0.0,2.11,0.0,0.0,8.42,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.37,20.0,6.32,0.0
Southwestern Christian University,southwestern-christian-university,Bethany,OK,USA,35.513314,-97.63934,https://www.swcu.edu/,Private Non-Profit,351,351,,,,21316,21316,9400,2000,12.71,50.0,,44.31,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,35.48,0.0,9.68,0.0,0.0,6.45,0.0,6.45,0.0,0.0,0.0,0.0,0.0,1.61,0.0,25.81,0.0
Pacific Oaks College,pacific-oaks-college,Pasadena,CA,USA,34.153382,-118.151323,https://www.pacificoaks.edu/,Private Non-Profit,346,346,10.0,,,33360,33360,,2028,,,,73.62,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warner Pacific University,warner-pacific-university,Portland,OR,USA,45.506265,-122.592498,https://www.warnerpacific.edu/,Private Non-Profit,344,344,58.55,,,21010,21010,14222,142,82.09,77.42,,61.26,10.0,0.0,0.0,0.0,0.0,1.47,0.0,2.21,0.0,3.68,0.0,0.0,0.0,1.47,0.0,0.0,0.74,0.0,8.09,0.0,0.0,0.0,11.03,0.74,0.74,0.0,0.0,4.41,1.47,6.62,2.21,0.0,0.0,0.0,0.0,0.0,43.38,11.76,0.0
Mission University,mission-university,Springfield,MO,USA,37.239696,-93.284286,https://www.mission.edu/,Private Non-Profit,342,342,,,,16230,16230,8260,1100,38.24,70.49,,71.17,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0
Blackburn College,blackburn-college,Carlinville,IL,USA,39.287896,-89.870241,https://www.blackburn.edu/,Private Non-Profit,341,341,80.14,,20,26758,26758,9120,500,52.41,57.69,,50.52,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,23.19,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,10.14,1.45,0.0,1.45,8.7,0.0,0.0,0.0,0.0,1.45,13.04,0.0,0.0,0.0,0.0,0.0,0.0,10.14,1.45,18.84,0.0
Morris Brown College,morris-brown-college,Atlanta,GA,USA,33.753707,-84.407668,https://www.morrisbrown.edu/,Private Non-Profit,338,338,,,,9558,9558,,1000,100.0,63.64,,70.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,41.18,0.0
Paine College,paine-college,Augusta,GA,USA,33.469545,-81.993225,https://www.paine.edu/,Private Non-Profit,338,338,83.36,,,14596,14596,7512,2500,21.69,53.57,,73.55,11.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,63.64,0.0
Bellin College,bellin-college,Green Bay,WI,USA,44.468277,-87.921722,https://www.bellincollege.edu/,Private Non-Profit,338,338,100.0,,22,28211,28211,,3275,74.29,91.11,,39.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Pennsylvania State University-Penn State Wilkes-Barre,pennsylvania-state-university-penn-state-wilkes-barre,Dallas,PA,USA,41.305602,-76.016151,https://wilkesbarre.psu.edu/,Public,338,338,94.53,1145,,14258,23750,,1840,16.67,79.34,15775,55.92,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66,0.0,0.0,12.77,4.26,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,14.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,29.79,0.0
Principia College,principia-college,Elsah,IL,USA,38.948835,-90.350285,https://www.principiacollege.edu/,Private Non-Profit,337,337,44.4,1096,25,33280,33280,13370,1000,76.19,75.41,,0.0,5.0,0.0,5.63,0.0,0.0,8.45,0.0,4.23,0.0,21.13,4.23,0.0,0.0,0.0,0.0,2.82,0.0,0.0,5.63,2.82,0.0,9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,0.0,0.0,0.0,0.0,11.27,0.0,8.45,5.63
University of the Southwest,university-of-the-southwest,Hobbs,NM,USA,32.775496,-103.186948,https://www.usw.edu/,Private Non-Profit,337,337,,,,16670,16670,8000,,26.67,53.16,,62.54,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.33,0.0,0.0,0.0,23.33,1.67,0.0,0.0,0.0,6.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,18.33,0.0
Mesivta Torah Vodaath Rabbinical Seminary,mesivta-torah-vodaath-rabbinical-seminary,Brooklyn,NY,USA,40.6382,-73.969395,https://independentrabbinicalcolleges.org/index.html,Private Non-Profit,337,337,89.74,,,13950,13950,5500,200,33.33,81.48,,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nazarene Bible College,nazarene-bible-college,Colorado Springs,CO,USA,38.944824,-104.803251,https://www.nbc.edu/,Private Non-Profit,336,336,,,,10002,10002,,990,,,,15.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,90.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarks Summit University,clarks-summit-university,Clarks Summit,PA,USA,41.495062,-75.685472,https://www.clarkssummitu.edu/,Private Non-Profit,331,331,90.1,,,32400,32400,7600,1200,54.17,62.9,,38.56,9.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.0,0.0,2.91,0.0,32.04,0.0,0.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,21.36,0.0
Multnomah University,multnomah-university,Portland,OR,USA,45.527139,-122.575557,https://www.multnomah.edu/,Private Non-Profit,329,329,49.84,,,30310,30310,11000,1500,50.82,34.44,,82.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,2.38,1.19,0.0,7.14,0.0,0.0,8.33,0.0,0.0,39.29,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,0.0
Ottawa University-Online,ottawa-university-online,Overland Park,KS,USA,38.932055,-94.635461,https://www.ottawa.edu/,Private Non-Profit,328,328,,,,,,,,,,,45.18,8.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,18.02,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,2.91,4.07,0.0,0.0,0.0,0.0,0.0,0.0,44.19,20.93,2.33
The Chicago School at Los Angeles,the-chicago-school-at-los-angeles,Los Angeles,CA,USA,34.049478,-118.257045,https://www.thechicagoschool.edu/in-the-community/locations/,Private Non-Profit,324,324,40.17,,,20844,20844,,2184,,,,31.34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0
The University of Texas MD Anderson Cancer Center,the-university-of-texas-md-anderson-cancer-center,Houston,TX,USA,29.707016,-95.396804,https://www.mdanderson.org/,Public,322,322,,,,,,,,,,,35.01,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
SUM Bible College and Theological Seminary,sum-bible-college-and-theological-seminary,El Dorado Hills,CA,USA,38.620833,-121.054758,https://www.sum.edu/,Private Non-Profit,312,312,64.21,,,10460,10460,7380,800,46.15,58.06,,51.92,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania College of Art and Design,pennsylvania-college-of-art-and-design,Lancaster,PA,USA,40.041152,-76.308769,https://pcad.edu/,Private Non-Profit,312,312,45.94,,,31370,31370,12535,1650,63.77,82.54,,77.55,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Institute of American Indian and Alaska Native Culture and Arts Development,institute-of-american-indian-and-alaska-native-culture-and-arts-development,Santa Fe,NM,USA,35.586563,-106.010015,https://iaia.edu/,Public,307,307,100.0,,,5801,5801,12488,2400,24.53,58.33,12322,0.0,8.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,10.42,0.0
Ohio University-Eastern Campus,ohio-university-eastern-campus,Saint Clairsville,OH,USA,40.073392,-80.976073,https://www.ohio.edu/eastern/,Public,305,305,,,,6178,9170,,840,20.0,65.48,4503,8.49,14.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,0.0,17.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.56,25.64,0.0,0.0,0.0,0.0,0.0,0.0,17.95,5.13,0.0
John Paul the Great Catholic University,john-paul-the-great-catholic-university,Escondido,CA,USA,33.12085,-117.082401,https://jpcatholic.edu/,Private Non-Profit,297,297,79.29,1181,22,29500,29500,15099,1905,65.33,69.86,,70.67,14.0,0.0,0.0,0.0,0.0,64.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0
Puerto Rico Conservatory of Music,puerto-rico-conservatory-of-music,San Juan,PR,USA,18.454016,-66.078811,https://cmpr.edu/,Public,295,295,81.01,,,3370,3370,,1800,57.14,100.0,5244,13.06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.08,0.0,0.0,0.0
Ner Israel Rabbinical College,ner-israel-rabbinical-college,Baltimore,MD,USA,39.388021,-76.753526,https://nirc.edu/,Private Non-Profit,292,292,79.41,,,14400,14400,7600,250,43.9,94.74,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reformed University,reformed-university,Lawrenceville,GA,USA,33.971966,-84.07814,https://runiv.edu/,Private Non-Profit,287,287,73.42,,,5360,5360,,750,50.0,75.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0
SUNY Downstate Health Sciences University,suny-downstate-health-sciences-university,Brooklyn,NY,USA,40.653855,-73.945535,https://www.downstate.edu/,Public,286,286,,,,,,,,,,,44.33,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Gods Bible School and College,gods-bible-school-and-college,Cincinnati,OH,USA,39.1153,-84.505703,https://www.gbs.edu/,Private Non-Profit,285,285,64.03,,,7696,7696,5160,1226,50.0,84.62,,5.97,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Medical University of South Carolina,medical-university-of-south-carolina,Charleston,SC,USA,32.784363,-79.947158,https://web.musc.edu/,Public,281,281,,,,,,,,,,,62.33,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Allen College,allen-college,Waterloo,IA,USA,42.530084,-92.340148,https://www.allencollege.edu/,Private Non-Profit,279,279,,,,20444,20444,,800,,,,62.23,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
University of Health Sciences and Pharmacy in St. Louis,university-of-health-sciences-and-pharmacy-in-st-louis,Saint Louis,MO,USA,38.636904,-90.260617,https://www.uhsp.edu/,Private Non-Profit,274,274,75.13,1150,24,31920,31920,15000,1200,75.47,63.21,,68.18,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.57,0.0,0.0
Mount Sinai Phillips School of Nursing,mount-sinai-phillips-school-of-nursing,New York,NY,USA,40.804778,-73.936639,https://www.pson.edu/,Private Non-Profit,273,273,,,,,,,,100.0,,,61.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Trine University-Regional/Non-Traditional Campuses,trine-university-regionalnon-traditional-campuses,Angola,IN,USA,41.632502,-85.008009,https://trine.edu/online/index.aspx,Private Non-Profit,273,273,21.62,,,9576,9576,,900,100.0,100.0,,17.66,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,62.89,0.0
Bryn Athyn College of the New Church,bryn-athyn-college-of-the-new-church,Bryn Athyn,PA,USA,40.134393,-75.060808,https://www.brynathyn.edu/,Private Non-Profit,273,273,74.2,1174,28,27804,27804,13851,1000,46.32,65.79,,65.07,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0,0.0,5.36,3.57,0.0,19.64,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,7.14,0.0,0.0,0.0,0.0,3.57,0.0,35.71,0.0
Pontifical Catholic University of Puerto Rico-Arecibo,pontifical-catholic-university-of-puerto-rico-arecibo,Arecibo,PR,USA,18.446006,-66.679114,https://www.pucpr.edu/arecibo,Private Non-Profit,273,273,85.38,,,6238,6238,,3512,39.19,82.35,,33.44,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,36.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.94,0.0,0.0,0.0,0.0,0.0,12.7,9.52,0.0
