name,slug,city,state,country,latitude,longitude,website,type,total_enrollment,undergraduate_enrollment,acceptance_rate,average_sat,average_act,tuition_in_state,tuition_out_state,room_and_board,books_supplies,graduation_rate,retention_rate,avg_net_price,percent_receiving_aid,student_faculty_ratio,pcip01,pcip03,pcip04,pcip05,pcip09,pcip10,pcip11,pcip12,pcip13,pcip14,pcip15,pcip16,pcip19,pcip22,pcip23,pcip24,pcip25,pcip26,pcip27,pcip29,pcip30,pcip31,pcip38,pcip39,pcip40,pcip41,pcip42,pcip43,pcip44,pcip45,pcip46,pcip47,pcip48,pcip49,pcip50,pcip51,pcip52,pcip54
Bryant University,bryant-university,Smithfield,RI,USA,41.920092,-71.539547,https://www.bryant.edu/,Private Non-Profit,3236,3236,65.65,1263,28,51169,51169,16938,1400,80.61,86.92,,50.61,13.0,0.0,0.38,0.0,0.0,3.2,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,4.35,0.0,0.38,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.64,80.69,0.38
Florida Institute of Technology,florida-institute-of-technology,Melbourne,FL,USA,28.065773,-80.623123,https://www.fit.edu/,Private Non-Profit,3235,3235,62.53,1213,27,44360,44360,14340,1200,65.45,77.04,,39.8,13.0,0.31,0.47,0.0,0.0,0.16,0.0,5.93,0.0,0.0,41.65,0.94,0.0,0.0,0.31,0.0,0.31,0.0,5.93,1.25,0.0,0.16,0.62,0.0,0.0,6.71,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,21.22,0.0,0.0,7.64,0.0
Barnard College,barnard-college,New York,NY,USA,40.810098,-73.963346,https://www.barnard.edu/,Private Non-Profit,3219,3219,7.96,1500,33,66246,66246,20582,1150,92.94,96.7,,37.45,10.0,0.0,2.78,1.46,3.71,0.0,0.0,6.49,0.0,1.46,0.0,0.0,1.46,0.0,0.0,7.28,0.0,0.0,13.91,5.43,0.0,3.71,0.0,0.53,0.0,1.99,0.0,8.87,0.0,0.0,29.14,0.0,0.0,0.0,0.0,7.15,0.0,0.0,4.64
Abraham Baldwin Agricultural College,abraham-baldwin-agricultural-college,Tifton,GA,USA,31.481889,-83.528281,https://www.abac.edu/,Public,3218,3218,77.16,994,19,3195,10101,9270,1000,29.12,69.23,6061,26.77,23.0,26.96,5.39,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,1.23,21.26,0.0,5.55,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.46,24.65,4.62,0.0
Davenport University,davenport-university,Grand Rapids,MI,USA,42.850013,-85.533519,https://www.davenport.edu/,Private Non-Profit,3213,3213,97.05,,,23324,23324,11366,904,49.52,73.67,,47.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,1.33,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.01,47.09,0.0
Western Oregon University,western-oregon-university,Monmouth,OR,USA,44.852235,-123.238309,https://wou.edu/,Public,3211,3211,98.69,1057,,11025,30735,11610,1125,44.83,76.35,18290,73.64,13.0,0.0,0.0,0.0,0.0,2.85,0.0,4.27,0.0,18.95,0.0,0.0,4.27,0.77,0.0,3.72,0.22,0.0,2.85,1.2,0.0,11.72,4.49,0.11,0.0,1.1,0.0,14.02,7.23,0.11,5.81,0.0,0.0,0.0,0.0,4.38,2.08,8.98,0.88
University of Arkansas Grantham,university-of-arkansas-grantham,LIttle Rock,AR,USA,34.775996,-92.343582,https://www.uagrantham.edu/,Public,3202,3202,,,,8280,8280,,0,24.3,23.68,9325,63.66,20.0,0.0,0.0,0.0,0.0,0.54,0.0,11.03,0.0,0.0,0.0,14.67,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.78,0.0,0.0,0.0,0.0,0.0,0.0,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,32.66,0.0
Rider University,rider-university,Lawrenceville,NJ,USA,40.278796,-74.737833,https://www.rider.edu/,Private Non-Profit,3192,3192,79.4,1219,30,38900,38900,16730,1500,63.32,81.64,,59.88,12.0,0.9,0.9,0.0,0.13,3.99,0.0,5.02,0.0,11.45,0.0,0.0,0.39,0.0,0.0,1.42,1.67,0.0,2.96,0.39,0.0,0.51,0.77,0.0,0.0,1.67,0.0,10.3,5.92,0.26,2.83,0.0,0.0,0.0,0.0,12.48,4.25,30.5,1.29
York College of Pennsylvania,york-college-of-pennsylvania,York,PA,USA,39.94614,-76.727984,https://www.ycp.edu/,Private Non-Profit,3187,3187,94.2,1135,25,24606,24606,12780,1200,59.74,77.28,,59.7,13.0,0.0,0.0,0.0,0.0,1.93,0.64,3.99,0.0,6.83,10.44,0.0,0.0,0.0,0.0,1.68,0.9,0.0,4.51,0.9,1.42,0.0,4.77,0.39,0.0,0.52,0.0,3.48,5.28,3.61,2.58,0.0,0.0,0.0,0.0,3.99,24.87,16.37,0.9
Eastern New Mexico University-Main Campus,eastern-new-mexico-university-main-campus,Portales,NM,USA,34.175592,-103.34819,https://www.enmu.edu/,Public,3186,3186,54.92,965,19,6863,8843,8446,950,39.81,61.92,6199,19.65,17.0,1.59,0.6,0.0,0.0,0.79,0.0,1.39,0.1,15.18,0.0,1.69,0.4,0.2,0.0,0.69,32.24,0.0,2.48,0.6,0.0,0.0,0.1,0.0,0.0,0.2,0.0,4.76,4.46,0.0,2.88,0.0,0.0,0.0,3.97,3.17,12.1,9.33,1.09
Molloy College,molloy-college,Rockville Centre,NY,USA,40.685941,-73.626183,https://www.molloy.edu/,Private Non-Profit,3185,3185,75.64,1193,29,37840,37840,17760,1000,71.76,81.14,,61.42,10.0,0.0,0.0,0.0,0.0,2.28,0.0,0.38,0.0,8.11,0.0,0.0,0.38,0.0,0.0,0.38,4.06,0.0,4.31,0.76,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.55,2.79,2.15,0.76,0.0,0.0,0.0,0.0,4.56,56.15,8.49,0.63
Pennsylvania State University-Penn State Erie-Behrend College,pennsylvania-state-university-penn-state-erie-behrend-college,Erie,PA,USA,42.119417,-79.983818,https://behrend.psu.edu/,Public,3172,3172,95.71,1213,,15944,26668,14774,1840,45.7,82.3,22951,56.71,12.0,0.0,1.77,0.0,0.51,4.17,0.0,5.44,0.0,1.64,21.49,5.31,0.0,0.76,0.0,0.88,1.01,0.0,4.68,1.01,0.0,0.25,0.0,0.0,0.0,1.64,0.0,6.07,0.13,0.0,1.01,0.0,0.0,0.0,0.0,0.13,5.56,35.9,0.63
University of Indianapolis,university-of-indianapolis,Indianapolis,IN,USA,39.709571,-86.133969,https://uindy.edu/,Private Non-Profit,3147,3147,72.76,,,36136,36136,15878,1068,55.81,68.16,,47.35,12.0,0.0,0.0,0.0,0.0,2.94,0.0,1.41,0.0,5.66,3.16,0.0,0.0,0.0,0.0,1.52,2.18,0.0,2.94,0.33,0.0,1.63,11.21,0.11,0.0,1.52,0.0,10.34,3.81,2.61,2.94,0.0,0.0,0.0,0.0,2.83,18.39,23.5,0.98
Point Loma Nazarene University,point-loma-nazarene-university,San Diego,CA,USA,32.718391,-117.250265,https://www.pointloma.edu/,Private Non-Profit,3132,3132,81.76,1278,26,43550,43550,12850,938,73.79,86.07,,49.81,13.0,0.0,0.98,0.0,0.0,3.92,0.0,5.63,0.0,5.26,0.86,0.0,0.12,6.85,0.0,1.47,0.0,0.0,6.73,0.61,0.0,1.59,2.08,0.98,0.0,0.61,0.0,7.59,2.82,0.86,3.43,0.0,0.0,0.0,0.0,3.3,19.58,23.75,0.98
Abilene Christian University,abilene-christian-university,Abilene,TX,USA,32.468943,-99.709797,https://www.acu.edu/,Private Non-Profit,3129,3129,63.88,1189,25,42380,42380,12500,1250,60.21,79.53,,42.23,13.0,1.56,0.42,0.85,0.0,8.2,0.0,2.69,0.0,4.95,3.25,0.0,0.14,2.97,0.0,1.27,4.81,0.0,9.62,1.13,0.0,0.71,5.66,0.0,4.1,0.85,0.0,5.66,3.39,3.25,2.69,0.0,0.0,0.0,0.0,5.52,14.71,11.32,0.28
Colgate University,colgate-university,Hamilton,NY,USA,42.819475,-75.536346,https://www.colgate.edu/,Private Non-Profit,3122,3122,11.95,1480,33,67024,67024,16790,1524,90.53,92.85,,12.17,9.0,0.0,4.42,0.0,1.07,0.0,0.0,6.57,0.0,1.88,0.0,0.0,2.14,0.0,0.0,4.16,0.0,0.0,15.01,1.21,0.0,3.35,0.0,3.49,0.0,5.76,0.0,7.1,0.0,0.0,35.66,0.0,0.0,0.0,0.0,3.89,0.0,0.0,4.29
Bemidji State University,bemidji-state-university,Bemidji,MN,USA,47.482341,-94.874119,https://www.bemidjistate.edu/,Public,3120,3120,70.66,1090,22,10164,10164,10041,890,53.4,78.2,17050,44.78,16.0,0.0,4.38,0.0,0.33,0.99,0.0,1.2,0.0,11.83,0.0,4.71,0.11,0.0,0.0,0.88,5.37,0.0,5.37,1.42,0.0,0.55,4.82,0.0,0.0,0.77,0.0,10.08,6.02,3.61,2.63,0.0,0.0,0.0,0.0,3.07,10.3,21.25,0.33
Minnesota State University Moorhead,minnesota-state-university-moorhead,Moorhead,MN,USA,46.867153,-96.759532,https://www.mnstate.edu/,Public,3120,3120,52.62,1090,22,10336,10336,10594,1000,54.64,72.44,17816,51.92,17.0,0.0,0.38,0.0,0.1,3.84,2.21,3.45,0.0,13.92,0.29,0.0,0.19,0.0,1.25,0.96,1.25,0.0,5.85,0.38,0.0,2.78,2.88,0.0,0.0,0.67,0.0,4.51,3.36,5.09,2.69,0.0,0.0,0.0,0.0,7.01,14.68,21.98,0.29
SUNY at Purchase College,suny-at-purchase-college,Purchase,NY,USA,41.047223,-73.701955,https://www.purchase.edu/,Public,3110,3110,72.83,1277,29,8953,18863,15400,1240,61.56,79.09,19067,44.25,11.0,0.0,0.53,0.0,0.26,11.86,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.58,1.19,3.29,5.53,0.0,3.16,2.5,0.0,0.0,0.0,0.53,0.0,0.26,0.0,7.77,0.0,0.0,6.06,0.0,0.0,0.0,0.0,53.1,0.0,0.0,1.71
University of Portland,university-of-portland,Portland,OR,USA,45.572724,-122.726691,https://www.up.edu/,Private Non-Profit,3104,3104,95.39,1277,29,54900,54900,16600,810,80.42,83.0,,39.98,9.0,0.0,3.12,0.0,0.46,3.82,0.0,4.39,0.0,3.58,8.09,0.0,0.58,0.0,0.0,1.27,0.23,0.0,11.45,0.58,0.0,0.0,0.0,0.92,0.12,2.31,0.0,7.17,0.0,0.81,5.2,0.0,0.0,0.0,0.0,0.92,30.87,12.95,1.16
Missouri Southern State University,missouri-southern-state-university,Joplin,MO,USA,37.095155,-94.461689,https://www.mssu.edu/,Public,3101,3101,97.44,1090,21,8400,16800,7172,1020,38.33,69.64,11653,34.53,16.0,0.0,0.0,0.0,0.09,0.82,0.0,3.27,0.0,9.45,0.0,1.63,2.09,0.0,0.18,1.27,7.27,0.0,4.18,0.54,0.0,2.0,3.09,0.0,0.0,0.18,0.09,6.27,12.26,2.18,0.54,0.0,0.0,0.0,0.0,3.54,20.35,17.89,0.82
Endicott College,endicott-college,Beverly,MA,USA,42.553296,-70.840847,https://www.endicott.edu/,Private Non-Profit,3101,3101,72.29,1263,,39212,39212,17372,1304,75.43,87.64,,64.64,13.0,0.0,0.54,4.47,0.0,7.05,0.0,1.22,0.0,5.69,1.9,0.0,0.0,0.0,0.0,1.76,3.66,0.0,2.57,0.95,0.0,0.14,12.47,0.0,0.0,0.0,0.0,5.15,5.42,0.0,0.41,0.0,0.0,0.0,0.0,4.2,15.18,26.56,0.68
Indiana University-Southeast,indiana-university-southeast,New Albany,IN,USA,38.345191,-85.819985,https://ius.edu/,Public,3088,3088,83.12,1097,23,8179,22043,11654,644,33.41,69.79,8257,31.89,13.0,0.0,0.79,0.0,0.0,4.47,0.0,5.39,0.0,9.61,0.0,0.0,0.92,0.0,0.0,1.45,15.92,0.0,6.18,0.13,0.53,1.45,0.0,0.13,0.0,1.58,0.0,8.82,3.29,0.0,2.76,0.0,0.0,0.0,0.0,3.82,11.71,20.13,0.92
University of the District of Columbia,university-of-the-district-of-columbia,Washington,DC,USA,38.943819,-77.066247,https://www.udc.edu/,Public,3080,3080,,,,6152,13004,,1149,26.26,66.67,14693,26.23,6.0,0.0,0.0,1.86,0.0,1.4,0.0,4.81,0.62,15.68,4.97,5.28,0.0,3.11,5.12,0.31,8.54,0.0,3.26,0.31,0.0,1.4,0.0,0.0,0.0,0.16,0.0,2.95,0.47,1.86,4.19,0.0,0.0,0.0,0.0,4.04,9.94,19.72,0.0
Pennsylvania State University-Penn State Abington,pennsylvania-state-university-penn-state-abington,Abington,PA,USA,40.117101,-75.110724,https://www.abington.psu.edu/,Public,3074,3074,92.03,1179,,15240,25388,11912,1840,22.22,77.08,17818,48.41,14.0,0.0,0.0,0.0,0.19,0.0,0.0,15.9,0.0,4.21,0.96,0.0,0.0,0.0,0.0,1.53,4.02,0.0,5.94,0.0,0.0,3.07,0.19,0.0,0.0,0.19,0.0,7.85,8.81,0.0,0.0,0.0,0.0,0.0,0.0,3.45,10.15,32.76,0.77
Fort Lewis College,fort-lewis-college,Durango,CO,USA,37.275939,-107.867422,https://fortlewis.edu/,Public,3070,3070,93.2,1084,20,9670,20798,13390,1240,43.15,62.61,17339,29.14,14.0,1.71,7.68,0.0,0.68,1.71,0.0,2.05,0.0,3.07,5.29,0.0,0.0,0.0,0.0,4.1,0.0,0.0,4.61,0.17,0.0,0.17,9.9,0.17,0.0,4.61,0.0,9.22,0.0,0.0,14.51,0.0,0.0,0.0,0.0,5.8,7.0,16.89,0.68
CUNY Graduate School and University Center,cuny-graduate-school-and-university-center,New York,NY,USA,40.748612,-73.983822,https://www.gc.cuny.edu/,Public,3067,3067,38.61,,,7410,15360,,1500,,,,15.07,12.0,0.0,0.0,0.0,2.69,5.39,0.0,9.91,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,8.81,0.0,1.59,6.12,0.0,0.0,0.0,0.0,0.0,39.17,12.0,0.0
The Catholic University of America,the-catholic-university-of-america,Washington,DC,USA,38.933651,-76.997909,https://www.catholic.edu/,Private Non-Profit,3063,3063,83.84,,,55834,55834,17370,1180,81.33,83.49,,48.46,11.0,0.0,0.0,6.01,0.0,2.8,0.0,1.54,0.0,2.24,10.21,0.14,0.56,0.0,0.0,1.96,0.42,0.14,2.38,0.98,0.0,0.0,0.0,4.62,0.0,0.98,0.0,7.27,0.0,0.98,11.33,0.0,0.0,0.0,0.0,4.48,10.77,27.55,2.66
St Olaf College,st-olaf-college,Northfield,MN,USA,44.461529,-93.182039,https://wp.stolaf.edu/,Private Non-Profit,3049,3049,52.15,1373,31,56970,56970,13000,1000,83.5,90.54,,43.6,12.0,0.0,5.24,0.0,1.89,0.0,0.0,2.62,0.0,2.62,0.0,0.0,6.55,0.0,0.0,4.08,0.44,0.0,10.77,6.4,0.0,0.15,3.35,1.89,0.29,8.15,0.0,8.01,0.0,2.47,17.03,0.0,0.0,0.0,0.0,12.37,3.2,0.0,2.47
Wayne State College,wayne-state-college,Wayne,NE,USA,42.241556,-97.015122,https://www.wsc.edu/,Public,3041,3041,,,,7970,7970,9624,1488,55.7,72.97,15108,37.51,19.0,0.0,0.0,0.0,0.0,3.0,0.0,3.63,0.0,23.5,0.0,5.05,0.63,3.15,0.0,1.26,0.0,0.0,6.15,0.16,0.0,1.89,4.42,0.0,0.0,3.0,0.16,7.1,11.36,0.0,1.42,0.0,0.0,0.0,0.0,2.84,1.74,19.4,0.16
Southeastern Oklahoma State University,southeastern-oklahoma-state-university,Durant,OK,USA,34.006808,-96.376864,https://www.se.edu/,Public,3031,3031,80.34,1084,20,7200,16410,7760,1200,33.33,70.7,6352,34.43,22.0,0.0,1.1,0.0,0.0,2.38,0.0,2.93,0.0,4.75,0.0,11.7,0.0,4.39,0.0,3.29,16.64,0.0,3.11,1.1,0.0,0.0,5.85,0.0,0.0,1.46,0.0,2.74,5.3,0.0,1.1,0.0,0.0,0.0,6.4,1.83,0.0,22.67,1.28
Saint Xavier University,saint-xavier-university,Chicago,IL,USA,41.707199,-87.714749,https://www.sxu.edu/,Private Non-Profit,3030,3030,85.75,,,36840,36840,12480,1200,59.0,74.39,,86.62,15.0,0.0,0.0,0.0,0.0,2.17,0.0,5.49,0.0,6.79,0.0,0.0,0.58,0.0,0.0,0.87,2.6,0.0,7.95,1.16,0.0,0.87,3.32,0.14,0.0,0.87,0.0,8.82,4.91,0.29,2.31,0.0,0.0,0.0,0.0,2.17,30.64,17.05,1.01
Colorado State University Pueblo,colorado-state-university-pueblo,Pueblo,CO,USA,38.30859,-104.579033,https://www.csupueblo.edu/,Public,3028,3028,99.84,1005,22,9401,17242,11596,1460,37.98,65.01,12948,25.0,16.0,0.0,1.41,0.0,0.0,2.19,0.0,7.05,0.0,0.16,3.13,1.57,0.47,0.0,0.0,1.88,3.29,0.0,2.82,0.63,0.0,0.94,5.64,0.0,0.0,0.31,0.0,6.43,0.31,6.58,7.37,0.0,0.0,0.0,0.0,3.61,27.9,15.2,1.1
Stevenson University,stevenson-university,Owings Mills,MD,USA,39.426413,-76.775809,https://www.stevenson.edu/,Private Non-Profit,3027,3027,83.2,,,39708,39708,14978,2000,66.42,77.79,,47.0,15.0,0.0,0.67,0.0,0.0,2.27,0.0,7.35,0.0,4.28,0.27,0.0,0.0,2.67,4.28,1.07,0.0,0.0,8.29,0.53,0.0,2.14,0.0,0.0,0.0,0.94,0.0,5.75,5.35,0.0,0.0,0.0,0.0,0.0,0.0,5.75,30.35,17.65,0.4
Baker College,baker-college,Owosso,MI,USA,42.984804,-84.172404,https://www.baker.edu/,Private Non-Profit,3026,3026,87.5,1080,,12810,12810,7600,1000,31.33,71.93,,48.31,8.0,5.51,0.0,0.0,0.0,0.0,0.0,6.53,3.78,1.53,0.0,1.94,0.0,3.67,0.0,0.0,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,2.14,0.0,0.0,0.0,2.86,0.1,0.0,0.0,37.24,22.24,0.0
Lipscomb University,lipscomb-university,Nashville,TN,USA,36.106253,-86.799791,https://www.lipscomb.edu/,Private Non-Profit,3021,3021,66.64,1248,26,38824,38824,14804,1650,68.7,85.92,,33.44,13.0,0.0,0.9,0.0,0.45,2.71,0.0,2.87,0.0,4.07,6.33,0.0,1.66,1.96,2.41,2.41,0.3,0.0,9.95,1.21,0.0,1.81,3.02,0.75,1.51,0.45,0.0,6.94,0.3,1.66,1.51,0.0,0.0,0.0,0.0,12.97,9.5,21.57,0.75
College of the Holy Cross,college-of-the-holy-cross,Worcester,MA,USA,42.23752,-71.808214,https://www.holycross.edu/,Private Non-Profit,3015,3015,21.1,1354,30,60850,60850,17750,1000,89.61,93.02,,40.19,9.0,0.0,1.47,0.27,0.53,0.0,0.0,1.47,0.0,0.0,0.0,0.0,3.74,0.0,0.0,7.35,0.13,0.0,7.09,3.34,0.0,2.41,0.0,2.01,0.0,5.08,0.0,15.78,0.0,2.01,36.76,0.0,0.0,0.0,0.0,2.81,0.0,3.34,4.41
Inter American University of Puerto Rico-Aguadilla,inter-american-university-of-puerto-rico-aguadilla,Aguadilla,PR,USA,18.467886,-67.121671,https://aguadilla.inter.edu/,Private Non-Profit,3002,3002,46.74,,,5542,5542,,2460,38.71,74.57,,11.66,27.0,0.0,0.79,0.0,0.0,0.0,0.0,7.31,19.55,1.11,0.0,0.95,0.0,0.32,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.48,0.79,0.16,0.0,0.0,0.0,4.45,10.65,2.7,0.0,0.0,2.07,0.0,0.0,3.34,26.23,9.38,0.0
University of Richmond,university-of-richmond,University of Richmond,VA,USA,37.577393,-77.538806,https://www.richmond.edu/,Private Non-Profit,3002,3002,23.31,1474,,62600,62600,16210,1000,87.84,93.18,,33.35,7.0,0.0,1.09,0.0,0.36,1.58,0.0,3.16,0.0,0.24,0.0,0.0,0.73,0.0,2.55,3.89,0.49,0.0,8.15,1.82,0.0,7.42,0.0,0.12,0.0,2.68,0.0,4.62,0.0,0.0,10.83,0.0,0.0,0.0,0.0,1.82,3.28,43.92,1.22
Loyola University New Orleans,loyola-university-new-orleans,New Orleans,LA,USA,29.936141,-90.120417,https://www.loyno.edu/,Private Non-Profit,2999,2999,87.72,,,47240,47240,15000,1300,67.42,77.37,,53.75,13.0,0.0,2.0,0.0,0.0,7.53,0.0,2.61,0.0,0.92,0.0,0.0,0.31,0.0,0.0,3.69,0.0,0.0,7.53,0.46,0.0,1.38,0.0,1.54,0.61,1.69,0.0,12.75,0.0,0.0,13.82,0.0,0.0,0.0,0.0,20.58,2.3,17.82,2.46
Azusa Pacific University,azusa-pacific-university,Azusa,CA,USA,34.130047,-117.888375,https://www.apu.edu/,Private Non-Profit,2977,2977,79.48,1155,22,43600,43600,9724,938,64.42,83.73,,46.48,10.0,0.0,0.0,0.0,0.08,2.87,0.96,1.19,0.0,0.16,0.72,0.0,0.4,0.0,0.0,1.04,4.7,0.0,1.27,0.64,0.0,0.4,3.66,0.16,1.59,0.4,0.0,9.55,1.35,1.83,1.99,0.0,0.0,0.0,0.0,6.93,46.89,10.99,0.24
Wesleyan University,wesleyan-university,Middletown,CT,USA,41.554665,-72.657146,https://www.wesleyan.edu/,Private Non-Profit,2973,2973,17.1,1513,33,67316,67316,19034,1200,91.57,95.42,,18.18,7.0,0.0,1.57,0.0,7.47,0.0,0.0,6.42,0.0,1.31,0.0,0.0,0.26,0.0,0.0,7.08,0.92,0.0,6.55,3.15,0.0,2.88,0.0,1.44,0.0,5.37,0.0,14.42,0.0,0.0,28.18,0.0,0.0,0.0,0.0,10.09,0.0,0.0,2.88
University of Puerto Rico-Bayamon,university-of-puerto-rico-bayamon,Bayamon,PR,USA,18.371398,-66.143541,https://www.uprb.edu/,Public,2967,2967,92.45,,,6284,6284,,2168,31.41,78.46,9657,4.43,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,17.53,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34,0.0
University of Mary Hardin-Baylor,university-of-mary-hardin-baylor,Belton,TX,USA,31.066793,-97.463471,https://go.umhb.edu/,Private Non-Profit,2959,2959,95.12,1098,22,33150,33150,10720,1300,53.4,67.88,,62.76,17.0,0.0,0.0,0.0,0.0,2.71,0.0,2.07,0.0,8.44,2.39,0.0,0.16,0.0,0.0,0.32,4.78,0.0,8.28,0.48,0.0,0.8,5.1,0.48,1.43,1.11,0.0,7.96,1.75,2.71,0.48,0.0,0.0,0.0,0.0,3.82,28.82,14.65,1.27
Longwood University,longwood-university,Farmville,VA,USA,37.297975,-78.396987,https://www.longwood.edu/,Public,2957,2957,84.8,1117,20,15200,27410,15887,1240,61.6,77.75,20814,49.43,14.0,0.0,1.4,0.0,0.0,7.12,0.0,1.96,0.0,11.31,0.0,0.0,0.56,0.0,0.0,2.79,6.84,0.0,3.21,1.12,0.0,0.0,5.73,0.0,0.0,1.68,0.0,6.84,6.56,2.51,5.87,0.0,0.0,0.0,0.0,5.03,10.61,15.22,3.63
Elmhurst University,elmhurst-university,Elmhurst,IL,USA,41.897164,-87.945369,https://www.elmhurst.edu/,Private Non-Profit,2954,2954,75.74,1116,26,41628,41628,11858,1240,65.19,75.85,,50.84,14.0,0.0,1.02,0.0,0.0,0.63,0.63,4.31,0.0,11.68,0.0,0.0,1.02,0.0,0.0,2.92,0.25,0.0,6.09,0.38,0.13,0.13,3.93,0.51,0.0,1.14,0.0,9.77,2.92,0.0,3.3,0.0,0.0,0.0,0.0,9.9,20.05,18.53,0.76
University of Wisconsin-Parkside,university-of-wisconsin-parkside,Kenosha,WI,USA,42.647718,-87.855231,https://www.uwp.edu/,Public,2951,2951,72.62,1090,21,7855,16497,8286,590,39.82,71.26,10044,37.52,18.0,0.0,2.9,0.0,0.0,4.47,0.0,9.55,0.0,2.78,0.0,0.0,0.6,0.0,0.0,3.26,2.42,0.0,4.23,1.45,0.0,1.57,3.26,0.24,0.0,1.69,0.0,13.91,5.68,0.0,6.65,0.0,0.0,0.0,0.0,7.5,6.53,20.31,0.97
Oberlin College,oberlin-college,Oberlin,OH,USA,41.291992,-82.216795,https://www.oberlin.edu/,Private Non-Profit,2950,2950,32.98,1440,32,64646,64646,18942,1908,79.48,88.78,,32.92,9.0,0.0,5.56,0.0,4.83,0.0,0.0,3.51,0.0,0.0,1.17,0.0,4.1,0.0,1.17,4.39,0.0,0.0,10.83,3.37,0.0,0.59,0.0,1.76,0.0,4.69,0.0,7.32,0.0,0.0,15.08,0.0,0.0,0.0,0.0,27.82,0.0,0.0,3.81
Yeshiva University,yeshiva-university,New York,NY,USA,40.850605,-73.929873,https://www.yu.edu/,Private Non-Profit,2942,2942,63.75,1410,,49900,49900,15000,1250,83.67,92.83,,17.62,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.13,0.57,0.0,8.21,0.75,0.0,5.19,0.0,46.98,0.0,0.47,0.0,7.17,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.09,1.13,19.53,0.19
Manhattan College,manhattan-college,Riverdale,NY,USA,40.889756,-73.901893,https://www.manhattan.edu/,Private Non-Profit,2928,2928,78.49,1254,,50850,50850,18440,1200,65.97,77.48,,49.84,11.0,0.0,0.64,0.0,0.0,7.78,0.0,4.72,0.0,6.89,29.46,0.0,0.13,0.0,0.0,0.89,1.02,0.0,3.19,0.38,0.0,0.0,3.57,0.77,0.0,0.13,0.0,5.1,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.26,3.19,25.38,1.02
Calvin University,calvin-university,Grand Rapids,MI,USA,42.929916,-85.587548,https://www.calvin.edu/,Private Non-Profit,2921,2921,71.31,1205,27,38670,38670,11950,1300,77.36,88.49,,33.63,14.0,0.0,1.57,0.0,0.0,2.09,0.0,4.18,0.0,9.15,10.33,0.0,0.92,0.0,0.0,2.09,0.0,0.0,7.06,1.31,0.0,2.61,3.27,0.92,9.02,3.27,0.0,3.66,0.0,2.22,7.32,0.0,0.0,0.0,0.0,2.75,13.07,11.76,1.44
University of North Texas at Dallas,university-of-north-texas-at-dallas,Dallas,TX,USA,32.659588,-96.803446,https://untdallas.edu/,Public,2914,2914,93.86,916,18,9590,22189,9954,1500,43.79,70.42,8376,29.66,17.0,0.0,0.0,0.0,0.0,3.56,0.0,3.69,0.0,2.51,0.0,0.0,1.19,2.37,0.0,0.0,0.0,0.0,8.31,0.4,0.0,22.69,0.0,0.0,0.0,0.0,0.0,13.98,6.73,1.58,3.96,0.0,0.0,0.0,0.0,0.0,2.64,26.39,0.0
Oregon Institute of Technology,oregon-institute-of-technology,Klamath Falls,OR,USA,42.257152,-121.785177,https://www.oit.edu/,Public,2913,2913,91.67,1165,25,12687,35592,11604,1000,59.08,72.86,16391,25.66,14.0,0.0,1.21,0.0,0.0,0.9,0.0,5.28,0.0,0.0,15.99,13.88,0.0,0.0,0.0,0.3,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.11,5.28,0.0
